"","X","age","net","gun","sex","year","nruns","runs_again"
"497",2006,41,66.78,66.83,"M",2003,3,FALSE
"498",2009,49,106.4,112.8,"M",2002,8,TRUE
"499",2017,49,62,62.05,"M",2002,6,TRUE
"500",2023,54,98.68,102.6,"M",2002,4,TRUE
"501",2027,46,82.82,87.62,"M",2003,3,FALSE
"502",2030,44,92.83,99.02,"M",2006,3,FALSE
"503",2033,55,86.93,88.15,"M",2002,4,TRUE
"504",2037,67,NA,83.65,"M",2008,3,FALSE
"505",2040,49,70.12,70.32,"M",2001,3,FALSE
"506",2043,46,149.2,149.2,"M",2005,4,TRUE
"507",2047,63,78.08,78.5,"M",2005,4,TRUE
"508",2051,53,89.72,90.63,"M",2003,7,TRUE
"509",2058,31,59.93,59.97,"M",2003,4,TRUE
"510",2062,41,66.68,67.13,"M",2003,3,FALSE
"511",2065,38,112.6,117,"M",2001,3,FALSE
"512",2068,64,82.9,84.42,"M",2004,3,FALSE
"513",2071,49,101.8,108.6,"M",2005,6,TRUE
"514",2077,29,60.6,60.8,"M",2003,5,TRUE
"515",2082,27,94.17,101.2,"M",2004,3,FALSE
"516",2085,44,119.3,119.3,"F",2003,3,FALSE
"517",2088,27,103.3,110.7,"F",2004,5,TRUE
"518",2093,30,94.75,97.12,"F",2003,3,FALSE
"519",2096,27,NA,71.53,"M",2008,3,FALSE
"520",2099,35,91.67,97.75,"M",2004,4,TRUE
"521",2103,36,86.5,89.88,"M",2001,4,TRUE
"522",2107,39,100.8,102,"M",2003,3,FALSE
"523",2110,40,80.88,81.77,"M",2004,5,TRUE
"524",2115,44,NA,94.45,"M",2008,3,FALSE
"525",2118,33,105.6,109.1,"M",2002,4,TRUE
"526",2122,33,NA,91.07,"M",2007,3,FALSE
"527",2125,34,NA,100.8,"M",2008,3,FALSE
"528",2128,46,101,105.8,"M",2005,3,FALSE
"529",2131,45,85.88,89.57,"M",2002,8,TRUE
"530",2139,32,NA,83.4,"M",2008,3,FALSE
"531",2142,47,81.72,82.9,"M",2002,3,FALSE
"532",2145,32,NA,101.7,"M",2008,3,FALSE
"533",2148,33,68.23,69.02,"M",2003,5,TRUE
"534",2153,33,NA,88.57,"M",2008,3,FALSE
"535",2156,31,NA,59,"M",2007,3,FALSE
"536",2159,28,NA,75.92,"M",2007,3,FALSE
"537",2162,34,NA,121.5,"M",2008,3,FALSE
"538",2165,39,87.38,89.82,"M",2005,5,TRUE
"539",2170,32,69.47,70.18,"M",2005,4,TRUE
"540",2174,40,69.4,69.9,"M",2004,4,TRUE
"541",2178,27,94.2,97.87,"F",2001,4,TRUE
"542",2182,27,98.45,103.8,"F",2006,5,TRUE
"543",2187,43,79.37,80.73,"F",2005,5,TRUE
"544",2192,29,106.7,106.7,"F",2001,4,TRUE
"545",2196,29,NA,99.6,"F",2007,4,TRUE
"546",2200,40,112.3,113.1,"F",2001,4,TRUE
"547",2204,36,102.9,110.4,"F",2004,7,TRUE
"548",2211,57,130.7,134.8,"F",2002,4,TRUE
"549",2215,64,97.28,100.8,"F",2004,7,TRUE
"550",2222,32,64.87,64.93,"F",2004,6,TRUE
"551",2228,45,109.4,116.9,"F",2004,7,TRUE
"552",2235,50,NA,96.65,"M",2007,4,TRUE
"553",2239,30,NA,63.45,"M",2007,4,TRUE
"554",2243,24,NA,68.75,"M",2008,3,FALSE
"555",2246,34,84.6,86.7,"M",2001,3,FALSE
"556",2249,26,NA,87.93,"M",2008,3,FALSE
"557",2252,35,88.8,93.9,"M",2005,3,FALSE
"558",2255,44,71.88,72.45,"M",2003,3,FALSE
"559",2258,46,66.17,66.27,"M",2004,7,TRUE
"560",2265,39,93.02,100.1,"F",2004,3,FALSE
"561",2268,29,96.18,103.3,"M",2004,3,FALSE
"562",2271,43,77.15,78.23,"M",2006,4,TRUE
"563",2275,25,81.38,83.92,"M",2004,3,FALSE
"564",2278,17,65.25,66.07,"M",2001,3,FALSE
"565",2281,47,89.67,94.68,"M",2004,5,TRUE
"566",2286,29,63.57,63.73,"M",2003,5,TRUE
"567",2291,58,65.08,65.17,"M",2006,5,TRUE
"568",2296,54,83.5,83.8,"M",2001,4,TRUE
"569",2300,47,63.4,63.47,"M",2003,6,TRUE
"570",2306,37,77.07,78.57,"M",2002,9,TRUE
"571",2315,28,NA,94.57,"M",2007,3,FALSE
"572",2318,39,NA,99.58,"M",2008,3,FALSE
"573",2321,46,79.38,80.98,"M",2005,3,FALSE
"574",2324,38,85.38,89.33,"M",2003,4,TRUE
"575",2328,36,71.83,72.6,"M",2005,4,TRUE
"576",2332,31,NA,87.85,"M",2007,3,FALSE
"577",2335,27,59.25,59.25,"M",2005,3,FALSE
"578",2338,33,NA,80.05,"M",2008,3,FALSE
"579",2341,43,76.93,82.22,"M",2002,5,TRUE
"580",2346,36,87,90.77,"M",2004,4,TRUE
"581",2350,38,NA,81.62,"M",2008,3,FALSE
"582",2353,28,98.47,106.4,"M",2004,3,FALSE
"583",2356,29,80.98,84.4,"M",2006,5,TRUE
"584",2361,29,62.78,62.85,"M",2006,5,TRUE
"585",2366,44,111.7,115.5,"M",2002,3,FALSE
"586",2369,34,NA,80.32,"M",2007,3,FALSE
"587",2372,33,77.28,79.2,"M",2001,3,FALSE
"588",2375,38,NA,120.7,"M",2008,3,FALSE
"589",2378,24,86.28,88.18,"M",2002,6,TRUE
"590",2384,34,67.73,68.33,"M",2003,7,TRUE
"591",2391,33,86,89.62,"M",2003,4,TRUE
"592",2395,43,65.9,66.27,"M",2005,4,TRUE
"593",2399,27,84.08,85.42,"M",2002,8,TRUE
"594",2407,45,82.08,83.03,"M",2004,6,TRUE
"595",2413,31,74.08,74.8,"M",2005,3,FALSE
"596",2416,35,77.38,78.23,"M",2005,3,FALSE
"597",2419,31,76.37,76.77,"M",2003,3,FALSE
"598",2422,41,68.2,75.63,"M",2001,4,TRUE
"599",2426,31,101.1,107.5,"M",2006,4,TRUE
"600",2430,36,96.42,103.1,"M",2005,5,TRUE
"601",2435,54,91.12,93.83,"M",2006,3,FALSE
"602",2438,53,106.8,115.3,"M",2006,4,TRUE
"603",2442,30,NA,97,"M",2008,3,FALSE
"604",2445,51,NA,84.97,"M",2008,3,FALSE
"605",2448,51,88.98,91.42,"M",2001,9,TRUE
"606",2457,47,67.22,67.48,"M",2003,7,TRUE
"607",2464,36,54.38,54.43,"M",2005,3,FALSE
"608",2467,25,59.88,59.98,"M",2006,3,FALSE
"609",2470,33,79.52,81.28,"M",2002,3,FALSE
"610",2473,24,NA,54.68,"M",2007,3,FALSE
"611",2476,55,79.92,80.32,"M",2002,5,TRUE
"612",2481,34,69.23,69.67,"M",2003,3,FALSE
"613",2484,31,NA,107.5,"F",2008,3,FALSE
"614",2487,26,NA,76.98,"F",2008,3,FALSE
"615",2490,30,82.48,83.73,"F",2004,4,TRUE
"616",2494,33,NA,118.6,"F",2007,3,FALSE
"617",2497,54,NA,112,"F",2007,4,TRUE
"618",2501,58,79.37,79.47,"F",2002,4,TRUE
"619",2505,31,NA,90.63,"F",2007,3,FALSE
"620",2508,26,86.87,90.13,"F",2003,3,FALSE
"621",2511,26,85.72,92.22,"F",2006,3,FALSE
"622",2514,34,NA,94.13,"F",2008,3,FALSE
"623",2517,25,86.92,89.15,"F",2003,3,FALSE
"624",2520,33,97.28,99.2,"M",2006,5,TRUE
"625",2525,25,80.13,81.22,"F",2005,3,FALSE
"626",2528,26,NA,119.6,"F",2008,3,FALSE
"627",2531,52,87.08,88.57,"M",2002,3,FALSE
"628",2534,40,NA,74.15,"M",2008,3,FALSE
"629",2537,36,67.75,67.8,"M",2005,3,FALSE
"630",2540,65,97.88,100.1,"M",2001,4,TRUE
"631",2544,38,91.13,97.53,"M",2003,3,FALSE
"632",2547,39,63.38,63.58,"M",2005,3,FALSE
"633",2550,46,NA,70.22,"M",2007,3,FALSE
"634",2553,51,85.45,88.15,"M",2004,6,TRUE
"635",2559,55,NA,79.62,"M",2008,3,FALSE
"636",2562,44,68.93,69.17,"M",2006,4,TRUE
"637",2566,48,69.65,70.43,"M",2003,3,FALSE
"638",2569,41,81.53,81.75,"M",2001,10,TRUE
"639",2579,62,110.6,114.5,"M",2006,3,FALSE
"640",2582,34,80.37,82.28,"M",2003,5,TRUE
"641",2587,35,72.65,75.48,"M",2002,3,FALSE
"642",2590,55,96.1,101.6,"M",2001,3,FALSE
"643",2593,54,71.1,72.27,"M",2005,5,TRUE
"644",2598,58,73.12,73.83,"M",2003,4,TRUE
"645",2602,55,NA,108.9,"M",2008,3,FALSE
"646",2605,59,94.62,94.62,"M",2005,5,TRUE
"647",2610,53,102.4,107.9,"M",2005,3,FALSE
"648",2613,30,74.9,76.23,"M",2001,5,TRUE
"649",2618,31,92.5,95.22,"M",2005,3,FALSE
"650",2621,45,73.38,74.8,"M",2003,5,TRUE
"651",2626,15,87.32,89.7,"M",2006,3,FALSE
"652",2629,32,57.22,57.37,"M",2001,7,TRUE
"653",2636,35,NA,109.4,"M",2008,3,FALSE
"654",2639,59,103.5,110.4,"M",2005,4,TRUE
"655",2643,48,79.72,80.4,"M",2004,5,TRUE
"656",2648,51,NA,96.53,"M",2008,3,FALSE
"657",2651,49,103.4,106.9,"M",2002,6,TRUE
"658",2657,35,81.43,86.8,"M",2002,3,FALSE
"659",2660,40,76.02,76.67,"M",2005,4,TRUE
"660",2664,63,77.27,91.18,"M",2001,3,FALSE
"661",2667,64,88.77,89.35,"M",2004,3,FALSE
"662",2670,34,77.87,79.57,"F",2006,4,TRUE
"663",2674,24,NA,81.35,"F",2007,4,TRUE
"664",2678,25,NA,73.02,"F",2008,3,FALSE
"665",2681,24,80.12,81.93,"M",2005,3,FALSE
"666",2684,56,75.57,76.38,"M",2005,5,TRUE
"667",2689,51,NA,109.2,"F",2008,3,FALSE
"668",2692,25,NA,88.58,"F",2008,3,FALSE
"669",2695,27,NA,98.38,"F",2008,3,FALSE
"670",2698,38,93.97,98.42,"F",2001,3,FALSE
"671",2701,38,NA,109.8,"F",2008,3,FALSE
"672",2704,27,NA,97.67,"F",2007,5,TRUE
"673",2709,37,80.18,81.02,"F",2005,4,TRUE
"674",2713,30,76.97,81.88,"F",2004,4,TRUE
"675",2717,54,125.4,130.2,"M",2002,8,TRUE
"676",2725,60,NA,89.02,"M",2008,3,FALSE
"677",2728,62,89.37,95.2,"M",2001,3,FALSE
"678",2731,58,79.07,79.58,"M",2004,3,FALSE
"679",2734,57,79.97,80.75,"M",2001,9,TRUE
"680",2743,59,88.23,90.63,"M",2006,3,FALSE
"681",2746,53,66.35,66.43,"M",2005,3,FALSE
"682",2749,56,112.7,121.3,"M",2006,3,FALSE
"683",2752,70,NA,87.12,"M",2008,3,FALSE
"684",2755,40,NA,102.2,"M",2007,4,TRUE
"685",2759,35,NA,93.12,"F",2008,3,FALSE
"686",2762,43,96.1,98.18,"F",2005,3,FALSE
"687",2765,37,NA,95.12,"F",2008,3,FALSE
"688",2768,36,102.5,105.2,"F",2005,4,TRUE
"689",2772,51,109,113.6,"F",2004,4,TRUE
"690",2776,33,119.8,123.7,"F",2004,3,FALSE
"691",2779,31,91.93,94.17,"M",2003,3,FALSE
"692",2782,49,90.15,91.92,"M",2006,4,TRUE
"693",2786,69,NA,100.8,"M",2008,3,FALSE
"694",2789,48,NA,75.4,"M",2007,3,FALSE
"695",2792,47,95.55,100.1,"F",2001,4,TRUE
"696",2796,25,83.35,84.53,"F",2005,4,TRUE
"697",2800,35,90.33,91.17,"F",2004,6,TRUE
"698",2806,48,103.3,107.5,"F",2005,3,FALSE
"699",2809,29,NA,98.4,"F",2007,3,FALSE
"700",2812,29,97.7,100.6,"F",2004,3,FALSE
"701",2815,48,84.42,84.42,"F",2003,3,FALSE
"702",2818,42,98.97,100.8,"F",2002,7,TRUE
"703",2825,45,122.2,125.5,"F",2001,9,TRUE
"704",2834,40,100.9,109.5,"F",2006,3,FALSE
"705",2837,42,94.6,101.3,"F",2006,5,TRUE
"706",2842,48,97.3,103,"F",2005,3,FALSE
"707",2845,35,106,109,"F",2002,8,TRUE
"708",2853,48,111.1,115,"F",2001,4,TRUE
"709",2857,45,94.98,97.93,"F",2006,5,TRUE
"710",2862,39,91.77,94.87,"F",2002,4,TRUE
"711",2866,39,87.78,90.15,"F",2006,4,TRUE
"712",2870,49,98.75,105.4,"F",2003,8,TRUE
"713",2878,32,114.4,118.4,"F",2002,4,TRUE
"714",2882,33,85.22,85.73,"F",2004,3,FALSE
"715",2885,48,104.4,109.5,"F",2003,6,TRUE
"716",2891,37,NA,90.73,"F",2007,4,TRUE
"717",2895,51,NA,96.75,"F",2008,3,FALSE
"718",2898,48,77.62,77.88,"F",2005,6,TRUE
"719",2904,47,82.92,86.3,"F",2002,9,TRUE
"720",2913,34,79.37,80.63,"F",2002,3,FALSE
"721",2916,37,NA,93.3,"F",2007,3,FALSE
"722",2919,30,93.62,98.42,"F",2005,5,TRUE
"723",2924,60,113.5,114.8,"F",2003,3,FALSE
"724",2927,57,132,141.6,"F",2006,3,FALSE
"725",2930,28,88.53,93.1,"F",2002,5,TRUE
"726",2935,39,NA,95.78,"F",2008,3,FALSE
"727",2938,32,NA,103.5,"F",2008,3,FALSE
"728",2941,48,103.5,109.2,"F",2003,4,TRUE
"729",2945,44,103.1,108.9,"F",2004,3,FALSE
"730",2948,30,NA,84.75,"F",2008,3,FALSE
"731",2951,33,112,116.1,"F",2003,3,FALSE
"732",2954,32,87.8,91.22,"F",2001,4,TRUE
"733",2958,40,115.1,119.8,"F",2002,7,TRUE
"734",2965,27,89.62,90.28,"F",2002,4,TRUE
"735",2969,34,107.2,116.2,"F",2006,3,FALSE
"736",2972,27,85.63,88.85,"F",2002,4,TRUE
"737",2976,29,NA,83.97,"F",2008,3,FALSE
"738",2979,34,NA,105.2,"F",2008,3,FALSE
"739",2982,29,95.22,101.8,"F",2002,3,FALSE
"740",2985,38,NA,88.12,"M",2008,3,FALSE
"741",2988,44,70.73,71.37,"M",2005,4,TRUE
"742",2992,43,87.43,89.37,"M",2003,3,FALSE
"743",2995,26,77.8,77.8,"M",2005,4,TRUE
"744",2999,47,113.4,120.4,"F",2006,3,FALSE
"745",3002,27,103.7,109.1,"F",2006,3,FALSE
"746",3005,33,100.9,104.6,"F",2005,4,TRUE
"747",3009,32,NA,65.57,"M",2007,3,FALSE
"748",3012,24,59.95,60.02,"F",2004,4,TRUE
"749",3016,31,NA,91.98,"F",2008,3,FALSE
"750",3019,26,100.4,102.9,"F",2003,3,FALSE
"751",3022,41,NA,100.9,"F",2007,3,FALSE
"752",3025,44,113.4,116.2,"F",2004,4,TRUE
"753",3029,35,103.4,109.9,"F",2002,8,TRUE
"754",3037,41,75,76.18,"F",2002,5,TRUE
"755",3042,35,85.72,90.38,"F",2004,4,TRUE
"756",3046,27,107.5,107.5,"F",2004,4,TRUE
"757",3050,39,NA,117.8,"F",2008,3,FALSE
"758",3053,52,88.95,90.23,"F",2004,4,TRUE
"759",3057,37,NA,97.08,"F",2008,3,FALSE
"760",3060,37,81.4,86.32,"F",2003,3,FALSE
"761",3063,40,91.92,97.47,"F",2002,7,TRUE
"762",3070,41,68.23,68.47,"F",2005,3,FALSE
"763",3073,50,116.6,118.7,"F",2003,3,FALSE
"764",3076,49,90.05,94.7,"F",2005,5,TRUE
"765",3081,24,NA,77.33,"F",2007,3,FALSE
"766",3084,47,NA,94.12,"F",2008,3,FALSE
"767",3087,60,NA,103.1,"M",2008,3,FALSE
"768",3090,38,NA,109.9,"M",2008,3,FALSE
"769",3093,29,81.8,85.98,"F",2004,3,FALSE
"770",3096,44,106.7,109.7,"F",2004,3,FALSE
"771",3099,35,84.32,88.3,"F",2006,4,TRUE
"772",3103,45,NA,91.25,"F",2007,4,TRUE
"773",3107,53,NA,97.07,"F",2007,4,TRUE
"774",3111,30,114.2,118.9,"F",2003,5,TRUE
"775",3116,39,87.03,87.75,"M",2005,4,TRUE
"776",3120,35,93.45,96.1,"M",2006,4,TRUE
"777",3124,46,104.7,108.2,"M",2001,4,TRUE
"778",3128,30,NA,86.38,"F",2008,3,FALSE
"779",3131,64,70.1,70.18,"M",2002,4,TRUE
"780",3135,46,NA,85.1,"M",2008,3,FALSE
"781",3138,56,NA,105.6,"F",2008,3,FALSE
"782",3141,44,76.35,76.6,"M",2001,6,TRUE
"783",3147,44,111.1,114.7,"M",2002,3,FALSE
"784",3150,43,95.77,100.2,"M",2004,7,TRUE
"785",3157,38,76.12,76.55,"M",2005,3,FALSE
"786",3160,36,92.45,93.45,"M",2004,3,FALSE
"787",3163,57,78.27,78.82,"M",2001,8,TRUE
"788",3171,56,95.4,102,"M",2003,5,TRUE
"789",3176,34,NA,94.47,"M",2008,3,FALSE
"790",3179,66,84.4,84.78,"M",2002,9,TRUE
"791",3188,39,66.67,67,"M",2002,3,FALSE
"792",3191,38,NA,71.05,"M",2008,3,FALSE
"793",3194,34,92.78,96.83,"M",2001,8,TRUE
"794",3202,53,75.7,77.43,"M",2004,6,TRUE
"795",3208,40,87.43,91.67,"M",2003,4,TRUE
"796",3212,48,102.1,104.7,"M",2003,3,FALSE
"797",3215,56,NA,84.43,"M",2008,3,FALSE
"798",3218,61,101,101,"M",2003,5,TRUE
"799",3223,40,85.12,86.87,"M",2002,7,TRUE
"800",3230,57,81.82,88.4,"M",2005,5,TRUE
"801",3235,61,NA,71.57,"M",2007,3,FALSE
"802",3238,29,NA,70.73,"M",2007,3,FALSE
"803",3241,54,NA,90.43,"M",2008,3,FALSE
"804",3244,51,75.6,76.6,"M",2001,6,TRUE
"805",3250,49,78.28,78.6,"M",2003,5,TRUE
"806",3255,34,62.65,62.93,"M",2002,3,FALSE
"807",3258,63,95.78,98.65,"M",2001,3,FALSE
"808",3261,59,98.45,102.6,"M",2004,4,TRUE
"809",3265,57,NA,99.95,"M",2007,3,FALSE
"810",3268,59,89.1,92.03,"M",2001,7,TRUE
"811",3275,47,74.5,75.58,"M",2001,6,TRUE
"812",3281,38,78.88,79.38,"M",2005,4,TRUE
"813",3285,37,77.63,77.98,"M",2003,3,FALSE
"814",3288,35,83.6,87.87,"M",2001,3,FALSE
"815",3291,43,NA,87.2,"M",2008,3,FALSE
"816",3294,54,99.08,101.7,"M",2001,6,TRUE
"817",3300,43,56.9,56.95,"M",2001,3,FALSE
"818",3303,45,70,70.45,"M",2004,5,TRUE
"819",3308,55,83.53,87.47,"M",2001,8,TRUE
"820",3316,33,NA,100.6,"F",2008,3,FALSE
"821",3319,42,94.23,98.33,"F",2002,7,TRUE
"822",3326,34,NA,69.78,"F",2008,3,FALSE
"823",3329,29,NA,108.2,"F",2007,3,FALSE
"824",3332,43,118.6,122.6,"F",2001,4,TRUE
"825",3336,29,122,127.9,"F",2005,3,FALSE
"826",3339,48,90.47,101.5,"F",2001,3,FALSE
"827",3342,39,91.35,93.82,"F",2005,3,FALSE
"828",3345,48,113.8,121.1,"F",2004,4,TRUE
"829",3349,34,101.4,109,"F",2004,3,FALSE
"830",3352,38,NA,97.65,"F",2008,3,FALSE
"831",3355,36,85.07,90.78,"F",2002,3,FALSE
"832",3358,35,108.9,112.4,"F",2004,3,FALSE
"833",3361,45,96.28,99.63,"F",2003,6,TRUE
"834",3367,61,88.58,89.33,"M",2002,7,TRUE
"835",3374,37,81.4,83.58,"M",2004,4,TRUE
"836",3378,41,89.82,91.85,"M",2003,5,TRUE
"837",3383,27,101.9,106.9,"F",2003,5,TRUE
"838",3388,44,NA,70.65,"M",2007,4,TRUE
"839",3392,41,83.3,86.53,"M",2006,4,TRUE
"840",3396,52,NA,85.27,"M",2007,3,FALSE
"841",3399,58,NA,111.7,"M",2008,3,FALSE
"842",3402,41,90.83,91.65,"M",2001,6,TRUE
"843",3408,37,52.17,52.18,"M",2001,3,FALSE
"844",3411,50,75.92,76.5,"M",2001,7,TRUE
"845",3418,28,74.23,74.62,"M",2004,5,TRUE
"846",3423,43,101.3,103.9,"M",2005,3,FALSE
"847",3426,43,79.67,80.85,"M",2004,5,TRUE
"848",3431,52,75.4,77.55,"M",2006,4,TRUE
"849",3435,48,NA,82.73,"M",2007,4,TRUE
"850",3439,45,96.15,99.67,"M",2002,8,TRUE
"851",3447,32,NA,58.48,"M",2008,3,FALSE
"852",3450,27,69.35,69.57,"M",2003,6,TRUE
"853",3456,37,88.93,92.83,"M",2004,3,FALSE
"854",3459,40,73.25,75.97,"M",2006,4,TRUE
"855",3463,63,77.03,78.28,"M",2004,3,FALSE
"856",3466,39,NA,76.15,"M",2007,3,FALSE
"857",3469,27,NA,70.52,"M",2008,3,FALSE
"858",3472,28,69.27,69.85,"M",2002,6,TRUE
"859",3478,55,NA,102.7,"M",2007,4,TRUE
"860",3482,43,86.97,88.45,"F",2002,7,TRUE
"861",3489,40,77.9,79.55,"M",2004,3,FALSE
"862",3492,31,67.02,69,"M",2003,6,TRUE
"863",3498,41,NA,74.1,"M",2007,4,TRUE
"864",3502,37,NA,86.38,"M",2008,3,FALSE
"865",3505,42,84.9,91.17,"M",2002,7,TRUE
"866",3512,50,78.18,78.18,"M",2003,7,TRUE
"867",3519,43,65.05,65.13,"F",2004,3,FALSE
"868",3522,43,NA,64.73,"M",2008,3,FALSE
"869",3525,32,75.3,78.12,"M",2003,5,TRUE
"870",3530,58,69.47,69.82,"M",2002,7,TRUE
"871",3537,47,87.38,89.97,"M",2002,8,TRUE
"872",3545,39,98.45,100.7,"M",2004,3,FALSE
"873",3548,51,NA,105.3,"M",2008,3,FALSE
"874",3551,37,82.68,84.1,"M",2005,4,TRUE
"875",3555,39,86.72,87.75,"M",2004,3,FALSE
"876",3558,38,111.7,117.2,"M",2002,4,TRUE
"877",3562,26,NA,76.68,"M",2008,3,FALSE
"878",3565,35,NA,67.83,"M",2007,3,FALSE
"879",3568,30,77.72,80.07,"M",2002,5,TRUE
"880",3573,32,93.67,98.73,"M",2004,4,TRUE
"881",3577,26,61.32,61.4,"M",2005,5,TRUE
"882",3582,27,71.35,71.8,"M",2003,6,TRUE
"883",3588,35,67.93,68.72,"M",2004,4,TRUE
"884",3592,26,97.82,101.1,"M",2004,4,TRUE
"885",3596,40,67.58,67.68,"M",2005,5,TRUE
"886",3601,32,NA,75.42,"M",2007,3,FALSE
"887",3604,46,NA,95.82,"M",2007,3,FALSE
"888",3607,57,88.82,89.8,"F",2001,4,TRUE
"889",3611,36,118.7,122.6,"F",2003,4,TRUE
"890",3615,47,101.6,102.4,"F",2002,8,TRUE
"891",3623,38,NA,124.1,"F",2007,3,FALSE
"892",3626,31,90.48,95.02,"F",2002,3,FALSE
"893",3629,26,88.33,93.33,"F",2003,3,FALSE
"894",3632,27,NA,89.02,"F",2008,3,FALSE
"895",3635,31,90.52,94.75,"F",2004,4,TRUE
"896",3639,31,72.13,72.6,"F",2002,8,TRUE
"897",3647,54,101.6,107,"F",2001,7,TRUE
"898",3654,39,76.12,79.72,"F",2005,3,FALSE
"899",3657,27,93.27,95.87,"F",2001,3,FALSE
"900",3660,32,87.78,91.57,"F",2004,4,TRUE
"901",3664,27,111,117.4,"F",2001,5,TRUE
"902",3669,40,92.55,98.78,"F",2003,7,TRUE
"903",3676,47,NA,84.13,"F",2007,3,FALSE
"904",3679,27,86.27,97.07,"F",2001,4,TRUE
"905",3683,42,NA,109.7,"F",2008,3,FALSE
"906",3686,30,103.6,107.7,"F",2001,8,TRUE
"907",3694,43,112.2,115.7,"F",2001,6,TRUE
"908",3700,45,NA,88.4,"F",2007,4,TRUE
"909",3704,29,NA,104,"F",2008,3,FALSE
"910",3707,36,69.33,69.48,"F",2005,3,FALSE
"911",3710,37,163.7,163.7,"F",2005,3,FALSE
"912",3713,31,97.78,103,"F",2002,4,TRUE
"913",3717,49,116,121.6,"F",2001,4,TRUE
"914",3721,37,NA,97.83,"F",2007,4,TRUE
"915",3725,28,82.35,87.72,"F",2005,4,TRUE
"916",3729,36,NA,83.28,"M",2008,3,FALSE
"917",3732,41,NA,79.18,"M",2007,4,TRUE
"918",3736,30,NA,54.5,"M",2008,3,FALSE
"919",3739,50,84.97,86.63,"M",2002,3,FALSE
"920",3742,33,82.32,83.65,"M",2003,3,FALSE
"921",3745,35,71.53,73.28,"M",2001,4,TRUE
"922",3749,51,84.72,85.97,"M",2002,4,TRUE
"923",3753,52,NA,77.63,"M",2007,3,FALSE
"924",3756,30,55.2,55.2,"M",2005,3,FALSE
"925",3759,33,NA,106.4,"M",2007,3,FALSE
"926",3762,34,72.05,73.73,"M",2005,3,FALSE
"927",3765,40,NA,84.62,"M",2007,3,FALSE
"928",3768,31,90.15,90.8,"M",2004,6,TRUE
"929",3774,29,NA,107.7,"M",2007,4,TRUE
"930",3778,64,NA,NA,"M",2005,3,FALSE
"931",3781,41,NA,102.2,"M",2008,3,FALSE
"932",3784,39,90,96.98,"M",2005,3,FALSE
"933",3787,32,94.38,101.1,"M",2005,5,TRUE
"934",3792,48,85.25,88.72,"M",2003,3,FALSE
"935",3795,44,100.3,104.9,"M",2001,3,FALSE
"936",3798,29,NA,81.22,"M",2008,3,FALSE
"937",3801,34,107.5,114.4,"M",2005,4,TRUE
"938",3805,40,57.58,57.63,"M",2005,3,FALSE
"939",3808,33,88.1,91.35,"M",2003,3,FALSE
"940",3811,43,NA,77.18,"M",2007,3,FALSE
"941",3814,33,103.3,107.8,"M",2004,3,FALSE
"942",3817,35,87,88.68,"M",2003,3,FALSE
"943",3820,36,65.05,65.2,"M",2002,4,TRUE
"944",3824,38,NA,64.88,"M",2007,3,FALSE
"945",3827,57,83.87,84.72,"M",2001,9,TRUE
"946",3836,36,NA,62.25,"M",2008,3,FALSE
"947",3839,47,NA,79.27,"M",2007,3,FALSE
"948",3842,36,69.97,70.57,"M",2001,5,TRUE
"949",3847,41,73.55,74.73,"M",2001,3,FALSE
"950",3850,25,94.13,102.3,"M",2005,3,FALSE
"951",3853,32,NA,110.1,"F",2008,3,FALSE
"952",3856,28,92.83,96.75,"F",2004,3,FALSE
"953",3859,53,80.72,80.83,"F",2002,6,TRUE
"954",3865,34,64.95,65.05,"F",2003,5,TRUE
"955",3870,39,NA,112.2,"F",2008,3,FALSE
"956",3873,49,99.3,103,"M",2004,3,FALSE
"957",3876,37,111.1,115.8,"M",2005,3,FALSE
"958",3879,50,56.17,56.18,"M",2002,6,TRUE
"959",3885,53,76.87,78.17,"M",2002,7,TRUE
"960",3892,57,86.28,91.73,"M",2003,3,FALSE
"961",3895,25,89.05,96.67,"M",2004,3,FALSE
"962",3898,46,NA,86.33,"M",2007,4,TRUE
"963",3902,65,110.3,114.3,"F",2006,3,FALSE
"964",3905,46,90.17,92.4,"F",2004,3,FALSE
"965",3908,65,95.72,95.95,"F",2005,6,TRUE
"966",3914,45,NA,66.55,"F",2007,4,TRUE
"967",3918,33,NA,108.2,"F",2007,3,FALSE
"968",3921,34,103.6,109.2,"F",2002,3,FALSE
"969",3924,32,89.72,94.7,"F",2006,3,FALSE
"970",3927,51,107.6,111.9,"F",2002,7,TRUE
"971",3934,25,84.9,91.3,"F",2005,3,FALSE
"972",3937,39,NA,102.4,"F",2007,3,FALSE
"973",3940,46,136.9,143.2,"F",2003,5,TRUE
"974",3945,32,75.07,75.4,"F",2002,3,FALSE
"975",3948,58,NA,103.7,"M",2008,3,FALSE
"976",3951,45,79.2,79.8,"M",2004,3,FALSE
"977",3954,56,93.83,94.85,"M",2001,4,TRUE
"978",3958,31,83.38,88.27,"M",2004,5,TRUE
"979",3963,50,83.15,86.25,"M",2002,4,TRUE
"980",3967,55,97.42,109.8,"F",2001,5,TRUE
"981",3972,28,NA,55.27,"M",2008,3,FALSE
"982",3975,41,89.9,93.57,"M",2001,3,FALSE
"983",3978,37,NA,96.15,"M",2007,4,TRUE
"984",3982,56,79.55,86.82,"M",2003,4,TRUE
